Airline,SourceAirport,DestinationAirport,SourceAirport_City,SourceAirport_Country,SourceAirport_Latitude,SourceAirport_Longitude,SourceAirport_Altitude,DestinationAirport_City,DestinationAirport_Country,DestinationAirport_Latitude,DestinationAirport_Longitude,DestinationAirport_Altitude,Distance,FlyTime,Price
Air Canada,Indianapolis International Airport,Lester B. Pearson International Airport,Indianapolis,United States,39.7173,-86.294403,797,Toronto,Canada,43.6772003174,-79.63059997559999,569,706.6990421748593,1.0058447235286465,143.64438844836042
Air Canada,Kansas City International Airport,Lester B. Pearson International Airport,Kansas City,United States,39.2976,-94.713898,1026,Toronto,Canada,43.6772003174,-79.63059997559999,569,1345.017171860455,2.326405963893303,209.26984296431215
Air Canada,General Mitchell International Airport,Lester B. Pearson International Airport,Milwaukee,United States,42.94720077514648,-87.89659881591797,723,Toronto,Canada,43.6772003174,-79.63059997559999,569,673.409066903552,1.590051261909419,146.17452773005573
Air Canada,Phoenix Sky Harbor International Airport,Lester B. Pearson International Airport,Phoenix,United States,33.43429946899414,-112.01200103759766,1135,Toronto,Canada,43.6772003174,-79.63059997559999,569,3013.415135142409,4.6706565404097615,385.39652401554804
Air Canada,Raleigh Durham International Airport,Lester B. Pearson International Airport,Raleigh-durham,United States,35.87760162353516,-78.7874984741211,435,Toronto,Canada,43.6772003174,-79.63059997559999,569,870.2491911660518,2.035789176906552,121.8931290861708
Air Canada,Greater Rochester International Airport,Lester B. Pearson International Airport,Rochester,United States,43.118900299072266,-77.67240142822266,559,Toronto,Canada,43.6772003174,-79.63059997559999,569,169.94910130309802,0.777127833733601,41.48668818122266
Air Canada,San Diego International Airport,Lester B. Pearson International Airport,San Diego,United States,32.7336006165,-117.190002441,17,Toronto,Canada,43.6772003174,-79.63059997559999,569,3465.0369304414144,4.582687937977749,375.3096197228247
Air Canada,Seattle Tacoma International Airport,Lester B. Pearson International Airport,Seattle,United States,47.449001,-122.308998,433,Toronto,Canada,43.6772003174,-79.63059997559999,569,3306.641002167468,4.339804501990258,350.0226353415542
Air Canada,Quebec Jean Lesage International Airport,Lester B. Pearson International Airport,Quebec,Canada,46.7911,-71.393303,244,Toronto,Canada,43.6772003174,-79.63059997559999,569,731.5479903485067,1.4019478889403234,113.04751832583659
Air Canada,Sault Ste Marie Airport,Lester B. Pearson International Airport,Sault Sainte Marie,Canada,46.48500061035156,-84.5093994140625,630,Toronto,Canada,43.6772003174,-79.63059997559999,569,494.0141014000833,1.33235830018802,63.219401155766874
Air Canada,Deer Lake Airport,Lester B. Pearson International Airport,Deer Lake,Canada,49.21080017089844,-57.39139938354492,72,Toronto,Canada,43.6772003174,-79.63059997559999,569,1803.6543056855278,2.8696863687565513,265.19548221072534
Air Canada,Fredericton Airport,Lester B. Pearson International Airport,Fredericton,Canada,45.868900299072266,-66.53720092773438,68,Toronto,Canada,43.6772003174,-79.63059997559999,569,1060.572811758163,1.4038991424641662,179.7921380355827
Air Canada,Kingston Norman Rogers Airport,Lester B. Pearson International Airport,Kingston,Canada,44.22529983520508,-76.5969009399414,305,Toronto,Canada,43.6772003174,-79.63059997559999,569,250.36951384605587,1.2665337222706952,35.82440350962093
Air Canada,Fort McMurray Airport,Lester B. Pearson International Airport,Fort Mcmurray,Canada,56.653301239,-111.222000122,1211,Toronto,Canada,43.6772003174,-79.63059997559999,569,2637.162249861769,4.230077424687288,309.78124035235044
Air Canada,Windsor Airport,Lester B. Pearson International Airport,Windsor,Canada,42.27560043334961,-82.95559692382812,622,Toronto,Canada,43.6772003174,-79.63059997559999,569,312.15074660121377,1.3224027245773446,74.54711089459514
Air Canada,Greater Moncton International Airport,Lester B. Pearson International Airport,Moncton,Canada,46.11220169067383,-64.67859649658203,232,Toronto,Canada,43.6772003174,-79.63059997559999,569,1206.5354191348451,2.2545430451326194,171.26112123839977
Air Canada,Regina International Airport,Lester B. Pearson International Airport,Regina,Canada,50.43190002441406,-104.66600036621094,1894,Toronto,Canada,43.6772003174,-79.63059997559999,569,2027.7776042390656,3.298234816386578,240.7087978720249
Air Canada,Thunder Bay Airport,Lester B. Pearson International Airport,Thunder Bay,Canada,48.37189865112305,-89.32389831542969,653,Toronto,Canada,43.6772003174,-79.63059997559999,569,911.3735678182134,1.8464055183098504,149.01359060126134
Air Canada,Sydney / J.A. Douglas McCurdy Airport,Lester B. Pearson International Airport,Sydney,Canada,46.1614,-60.047798,203,Toronto,Canada,43.6772003174,-79.63059997559999,569,1562.2694838576767,2.4805183071766,200.6345090881938
Air Canada,Sudbury Airport,Lester B. Pearson International Airport,Sudbury,Canada,46.625,-80.79889678955078,1141,Toronto,Canada,43.6772003174,-79.63059997559999,569,340.33216846326724,0.8122196000886062,72.11289917110037
Air Canada,Saint John Airport,Lester B. Pearson International Airport,St. John,Canada,45.31610107421875,-65.89029693603516,357,Toronto,Canada,43.6772003174,-79.63059997559999,569,1103.5242096842912,1.8922728208387203,180.57356401867818
Air Canada,Timmins/Victor M. Power,Lester B. Pearson International Airport,Timmins,Canada,48.5696983337,-81.376701355,967,Toronto,Canada,43.6772003174,-79.63059997559999,569,560.3757306146003,0.8438423242622397,105.6514691425435
Air Canada,Saskatoon John G. Diefenbaker International Airport,Lester B. Pearson International Airport,Saskatoon,Canada,52.17079925537109,-106.6999969482422,1653,Toronto,Canada,43.6772003174,-79.63059997559999,569,2209.901061672678,2.90802391266175,319.22102948286556
Air Canada,London Airport,Lester B. Pearson International Airport,London,Canada,43.035599,-81.1539,912,Toronto,Canada,43.6772003174,-79.63059997559999,569,142.32606745766512,0.47898550926824557,55.471183879393784
Air Canada,North Bay Jack Garland Airport,Lester B. Pearson International Airport,North Bay,Canada,46.363602,-79.422798,1215,Toronto,Canada,43.6772003174,-79.63059997559999,569,299.160100597668,1.3025943260789492,101.0029213549198
Air Canada,Charlottetown Airport,Lester B. Pearson International Airport,Charlottetown,Canada,46.290000915527344,-63.12110137939453,160,Toronto,Canada,43.6772003174,-79.63059997559999,569,1327.9270179433147,2.3972347782006262,163.00962133021238
Air Canada,St. John's International Airport,Lester B. Pearson International Airport,St. John's,Canada,47.618598938,-52.7518997192,461,Toronto,Canada,43.6772003174,-79.63059997559999,569,2123.4707310785,3.5564812678127806,279.63675632852284
Air Canada,Chris Hadfield Airport,Lester B. Pearson International Airport,Sarnia,Canada,42.9994010925293,-82.30889892578125,594,Toronto,Canada,43.6772003174,-79.63059997559999,569,229.3283248320769,0.8904433035433341,103.42749591351107
WestJet,Kelowna International Airport,Lester B. Pearson International Airport,Kelowna,Canada,49.9561004639,-119.377998352,1421,Toronto,Canada,43.6772003174,-79.63059997559999,569,3065.5433238559476,4.5564026846255,403.2796434821881
WestJet,Myrtle Beach International Airport,Lester B. Pearson International Airport,Myrtle Beach,United States,33.6796989441,-78.9282989502,25,Toronto,Canada,43.6772003174,-79.63059997559999,569,1113.3293987995319,2.3467759412068387,113.35450984368877
Turkish Airlines,Sabiha Gökçen International Airport,Kars Airport,Istanbul,Turkey,40.898601532,29.3092002869,312,Kars,Turkey,40.562198638916016,43.1150016784668,5889,1162.7019658155143,2.347051743542256,133.56865025075348
Turkish Airlines,Atatürk International Airport,Kars Airport,Istanbul,Turkey,40.976898,28.8146,163,Kars,Turkey,40.562198638916016,43.1150016784668,5889,1203.8119176724629,2.3363809061618688,208.50656625002017
Turkish Airlines,Esenboğa International Airport,Kars Airport,Ankara,Turkey,40.1281013489,32.995098114,3125,Kars,Turkey,40.562198638916016,43.1150016784668,5889,858.5266040435425,1.9321635305294573,182.76179907984817
Turkish Airlines,Atatürk International Airport,Adıyaman Airport,Istanbul,Turkey,40.976898,28.8146,163,Adiyaman,Turkey,37.7313995361,38.4688987732,2216,904.4663173251762,1.7637395922444603,133.97818207857358
Turkish Airlines,Esenboğa International Airport,Adıyaman Airport,Ankara,Turkey,40.1281013489,32.995098114,3125,Adiyaman,Turkey,37.7313995361,38.4688987732,2216,543.1830544694108,1.4184739556675359,72.44639812423918
Turkish Airlines,Atatürk International Airport,Ağrı Airport,Istanbul,Turkey,40.976898,28.8146,163,Agri,Turkey,39.654541015625,43.025978088378906,5462,1212.4804165733765,2.296637395884106,199.496518781869
Turkish Airlines,Esenboğa International Airport,Ağrı Airport,Ankara,Turkey,40.1281013489,32.995098114,3125,Agri,Turkey,39.654541015625,43.025978088378906,5462,856.9528512953121,2.0466405260432534,143.58426914095455
Turkish Airlines,Atatürk International Airport,Bingöl Çeltiksuyu Airport,Istanbul,Turkey,40.976898,28.8146,163,Bingol,Turkey,38.8592605591,40.5959625244,3506,1031.0819498409692,1.540924752709115,164.07725362401885
Turkish Airlines,Esenboğa International Airport,Bingöl Çeltiksuyu Airport,Ankara,Turkey,40.1281013489,32.995098114,3125,Bingol,Turkey,38.8592605591,40.5959625244,3506,667.0759797975134,1.0840733742092166,166.54326318123952
Turkish Airlines,Atatürk International Airport,George Bush Intercontinental Houston Airport,Istanbul,Turkey,40.976898,28.8146,163,Houston,United States,29.984399795532227,-95.34140014648438,97,10258.78345528126,13.62394718057982,1053.3166190780184
Turkish Airlines,Louis Armstrong New Orleans International Airport,George Bush Intercontinental Houston Airport,New Orleans,United States,29.99340057373047,-90.25800323486328,4,Houston,United States,29.984399795532227,-95.34140014648438,97,489.5347076781417,0.8971917799794334,123.96336614601488
Emirates,Dubai International Airport,George Bush Intercontinental Houston Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563,62,Houston,United States,29.984399795532227,-95.34140014648438,97,13124.814546645563,16.791685307209534,1332.6623162553349
Qatar Airways,Hartsfield Jackson Atlanta International Airport,George Bush Intercontinental Houston Airport,Atlanta,United States,33.6367,-84.428101,1026,Houston,United States,29.984399795532227,-95.34140014648438,97,1107.5625747320169,1.8601283772722206,174.10701667730933
Qatar Airways,Hamad International Airport,George Bush Intercontinental Houston Airport,Doha,Qatar,25.273056,51.608056,13,Houston,United States,29.984399795532227,-95.34140014648438,97,12932.537856965042,17.059594491045043,1316.2706387337576
United Airlines,Chicago O'Hare International Airport,George Bush Intercontinental Houston Airport,Chicago,United States,41.9786,-87.9048,672,Houston,United States,29.984399795532227,-95.34140014648438,97,1490.651882721693,2.2286801322588223,224.61571387040132
United Airlines,St Louis Lambert International Airport,George Bush Intercontinental Houston Airport,St. Louis,United States,38.748697,-90.370003,618,Houston,United States,29.984399795532227,-95.34140014648438,97,1075.6067980110852,1.6360908187547931,205.38700591060353
United Airlines,Fort Lauderdale Hollywood International Airport,George Bush Intercontinental Houston Airport,Fort Lauderdale,United States,26.072599,-80.152702,9,Houston,United States,29.984399795532227,-95.34140014648438,97,1551.53482881978,2.1160581484615495,155.39617713037833
United Airlines,Jacksonville International Airport,George Bush Intercontinental Houston Airport,Jacksonville,United States,30.49410057067871,-81.68789672851562,30,Houston,United States,29.984399795532227,-95.34140014648438,97,1312.0444371990816,2.2142612253788836,194.26025183046187
United Airlines,Orlando International Airport,George Bush Intercontinental Houston Airport,Orlando,United States,28.429399490356445,-81.30899810791016,96,Houston,United States,29.984399795532227,-95.34140014648438,97,1372.000405623614,2.4162436323885697,208.33150879880458
United Airlines,Palm Beach International Airport,George Bush Intercontinental Houston Airport,West Palm Beach,United States,26.68320083618164,-80.09559631347656,19,Houston,United States,29.984399795532227,-95.34140014648438,97,1535.3040023237584,1.9334568568900918,155.59418388901662
United Airlines,Pensacola Regional Airport,George Bush Intercontinental Houston Airport,Pensacola,United States,30.473400115967,-87.186599731445,121,Houston,United States,29.984399795532227,-95.34140014648438,97,785.1827258357223,1.7571710468603143,141.7463311439059
United Airlines,Southwest Florida International Airport,George Bush Intercontinental Houston Airport,Fort Myers,United States,26.53619956970215,-81.75520324707031,30,Houston,United States,29.984399795532227,-95.34140014648438,97,1383.7517197945785,2.3388918920450243,234.36629790169852
United Airlines,Tampa International Airport,George Bush Intercontinental Houston Airport,Tampa,United States,27.975500106811523,-82.533203125,26,Houston,United States,29.984399795532227,-95.34140014648438,97,1265.0251795191448,1.736756666755165,149.81520092186923
United Airlines,Vancouver International Airport,George Bush Intercontinental Houston Airport,Vancouver,Canada,49.193901062,-123.183998108,14,Houston,United States,29.984399795532227,-95.34140014648438,97,3169.3652266918925,4.266533934648694,367.24337713463666
United Airlines,McCarran International Airport,George Bush Intercontinental Houston Airport,Las Vegas,United States,36.08010101,-115.1520004,2181,Houston,United States,29.984399795532227,-95.34140014648438,97,1962.789206979358,2.7326991622492436,273.4634960577504
United Airlines,Los Angeles International Airport,George Bush Intercontinental Houston Airport,Los Angeles,United States,33.94250107,-118.4079971,125,Houston,United States,29.984399795532227,-95.34140014648438,97,2215.0734828014643,3.7431898907884413,262.63101056701515
United Airlines,Dallas Fort Worth International Airport,George Bush Intercontinental Houston Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,607,Houston,United States,29.984399795532227,-95.34140014648438,97,361.6206145445653,0.5177256338062113,66.83582678854991
United Airlines,Miami International Airport,George Bush Intercontinental Houston Airport,Miami,United States,25.79319953918457,-80.29060363769531,8,Houston,United States,29.984399795532227,-95.34140014648438,97,1549.405548176232,2.1043129574160626,188.852545722851
United Airlines,Edmonton International Airport,George Bush Intercontinental Houston Airport,Edmonton,Canada,53.3097000122,-113.580001831,2373,Houston,United States,29.984399795532227,-95.34140014648438,97,2984.4547853357753,3.9363315506192276,301.9250635461925
United Airlines,Calgary International Airport,George Bush Intercontinental Houston Airport,Calgary,Canada,51.113899231,-114.019996643,3557,Houston,United States,29.984399795532227,-95.34140014648438,97,2812.5460315517835,4.035909032932472,369.0492016091324
United Airlines,San Antonio International Airport,George Bush Intercontinental Houston Airport,San Antonio,United States,29.533700942993164,-98.46980285644533,809,Houston,United States,29.984399795532227,-95.34140014648438,97,306.1060554205381,1.086847346857652,83.59597634037172
United Airlines,John Wayne Airport-Orange County Airport,George Bush Intercontinental Houston Airport,Santa Ana,United States,33.67570114,-117.8679962,56,Houston,United States,29.984399795532227,-95.34140014648438,97,2162.8095826413787,3.301863796080805,234.18280702678396
United Airlines,Montreal / Pierre Elliott Trudeau International Airport,George Bush Intercontinental Houston Airport,Montreal,Canada,45.4706001282,-73.7407989502,118,Houston,United States,29.984399795532227,-95.34140014648438,97,2548.7851859143525,3.3274738379655955,334.6956283852621
United Airlines,Charlotte Douglas International Airport,George Bush Intercontinental Houston Airport,Charlotte,United States,35.2140007019043,-80.94309997558594,748,Houston,United States,29.984399795532227,-95.34140014648438,97,1466.8967049032817,2.1935360971707754,238.29564057164473
United Airlines,Cincinnati Northern Kentucky International Airport,George Bush Intercontinental Houston Airport,Cincinnati,United States,39.0488014221,-84.6678009033,896,Houston,United States,29.984399795532227,-95.34140014648438,97,1402.3184441332135,2.630954200259176,165.72450487124863
United Airlines,Detroit Metropolitan Wayne County Airport,George Bush Intercontinental Houston Airport,Detroit,United States,42.212398529052734,-83.35340118408203,645,Houston,United States,29.984399795532227,-95.34140014648438,97,1730.8726863397037,2.441023679834874,213.3828826627457
United Airlines,Greenville Spartanburg International Airport,George Bush Intercontinental Houston Airport,Greenville,United States,34.8956985474,-82.2189025879,964,Houston,United States,29.984399795532227,-95.34140014648438,97,1345.644197242677,2.1261415010816087,184.38421278787268
United Airlines,Blue Grass Airport,George Bush Intercontinental Houston Airport,Lexington KY,United States,38.0364990234375,-84.60590362548828,979,Houston,United States,29.984399795532227,-95.34140014648438,97,1332.7056273777694,2.3592531216375523,187.10929419913253
United Airlines,La Guardia Airport,George Bush Intercontinental Houston Airport,New York,United States,40.77719879,-73.87259674,21,Houston,United States,29.984399795532227,-95.34140014648438,97,2277.131201167569,3.0377285043660716,243.69036154090807
United Airlines,Memphis International Airport,George Bush Intercontinental Houston Airport,Memphis,United States,35.04240036010742,-89.97669982910156,341,Houston,United States,29.984399795532227,-95.34140014648438,97,754.2830175024093,1.1133731363304542,114.75967580922884
United Airlines,Minneapolis-St Paul International/Wold-Chamberlain Airport,George Bush Intercontinental Houston Airport,Minneapolis,United States,44.882,-93.221802,841,Houston,United States,29.984399795532227,-95.34140014648438,97,1666.911660320199,2.712222166304043,205.82153373331118
United Airlines,McGhee Tyson Airport,George Bush Intercontinental Houston Airport,Knoxville,United States,35.81100082,-83.9940033,981,Houston,United States,29.984399795532227,-95.34140014648438,97,1240.5231912635343,2.1314306254214825,150.65252028447748
United Airlines,Northwest Arkansas Regional Airport,George Bush Intercontinental Houston Airport,Bentonville,United States,36.281898,-94.306801,1287,Houston,United States,29.984399795532227,-95.34140014648438,97,706.8304068179756,1.6984546390998272,107.59756232984758
United Airlines,General Edward Lawrence Logan International Airport,George Bush Intercontinental Houston Airport,Boston,United States,42.36429977,-71.00520325,20,Houston,United States,29.984399795532227,-95.34140014648438,97,2567.645419721348,3.310127954152493,258.5807949567206
United Airlines,Newark Liberty International Airport,George Bush Intercontinental Houston Airport,Newark,United States,40.692501068115234,-74.168701171875,18,Houston,United States,29.984399795532227,-95.34140014648438,97,2250.545086430494,3.5350360684930093,288.442778032921
United Airlines,Lester B. Pearson International Airport,George Bush Intercontinental Houston Airport,Toronto,Canada,43.6772003174,-79.63059997559999,569,Houston,United States,29.984399795532227,-95.34140014648438,97,2060.081577920982,2.704276686036805,222.21371772743905
United Airlines,Philadelphia International Airport,George Bush Intercontinental Houston Airport,Philadelphia,United States,39.87189865112305,-75.24109649658203,36,Houston,United States,29.984399795532227,-95.34140014648438,97,2129.4835092014905,3.3435955666397,300.13066625674145
United Airlines,Albuquerque International Sunport,George Bush Intercontinental Houston Airport,Albuquerque,United States,35.040199,-106.609001,5355,Houston,United States,29.984399795532227,-95.34140014648438,97,1195.689462882209,2.327486065698066,138.00772757478325
United Airlines,Alexandria International Airport,George Bush Intercontinental Houston Airport,Alexandria,United States,31.32740020751953,-92.54979705810548,89,Houston,United States,29.984399795532227,-95.34140014648438,97,305.9342735123323,0.9863310940310839,109.33468406739925
United Airlines,Rick Husband Amarillo International Airport,George Bush Intercontinental Houston Airport,Amarillo,United States,35.219398,-101.706001,3607,Houston,United States,29.984399795532227,-95.34140014648438,97,832.853073923493,1.358912085903856,162.12674771836058
United Airlines,Austin Bergstrom International Airport,George Bush Intercontinental Houston Airport,Austin,United States,30.194499969482425,-97.6698989868164,542,Houston,United States,29.984399795532227,-95.34140014648438,97,225.23726932752896,0.4732205547957297,29.612425378503772
United Airlines,Meadows Field,George Bush Intercontinental Houston Airport,Bakersfield,United States,35.43360138,-119.0569992,510,Houston,United States,29.984399795532227,-95.34140014648438,97,2293.8023731288067,2.8666386282724803,231.71805841782097
United Airlines,Birmingham-Shuttlesworth International Airport,George Bush Intercontinental Houston Airport,Birmingham,United States,33.56290054,-86.75350189,650,Houston,United States,29.984399795532227,-95.34140014648438,97,903.6488693557643,1.7795706783382341,126.41114350636369
United Airlines,Nashville International Airport,George Bush Intercontinental Houston Airport,Nashville,United States,36.1245002746582,-86.6781997680664,599,Houston,United States,29.984399795532227,-95.34140014648438,97,1056.524914195503,1.3686686695617838,149.96713482217675
United Airlines,Brownsville South Padre Island International Airport,George Bush Intercontinental Houston Airport,Brownsville,United States,25.90679931640625,-97.4259033203125,22,Houston,United States,29.984399795532227,-95.34140014648438,97,497.4651204940503,1.3898196651566266,83.20583971883362
United Airlines,Baton Rouge Metropolitan Airport,George Bush Intercontinental Houston Airport,Baton Rouge,United States,30.533199,-91.149597,70,Houston,United States,29.984399795532227,-95.34140014648438,97,407.1767878809262,0.6049179872480749,53.230756920072
United Airlines,Baltimore/Washington International Thurgood Marshall Airport,George Bush Intercontinental Houston Airport,Baltimore,United States,39.1754,-76.668297,146,Houston,United States,29.984399795532227,-95.34140014648438,97,1985.7894631683184,3.247042178032304,236.70490533455103
United Airlines,Columbia Metropolitan Airport,George Bush Intercontinental Houston Airport,Columbia,United States,33.93880081176758,-81.11949920654297,236,Houston,United States,29.984399795532227,-95.34140014648438,97,1410.4130292862087,2.1136321966884823,189.769181816012
United Airlines,Charleston Air Force Base-International Airport,George Bush Intercontinental Houston Airport,Charleston,United States,32.89860153,-80.04049683,46,Houston,United States,29.984399795532227,-95.34140014648438,97,1485.828012139484,2.7921141905986415,208.82901193951176
United Airlines,Cleveland Hopkins International Airport,George Bush Intercontinental Houston Airport,Cleveland,United States,41.4117012024,-81.8498001099,791,Houston,United States,29.984399795532227,-95.34140014648438,97,1756.1168205448655,2.5007638380118786,200.72794008115352
United Airlines,Easterwood Field,George Bush Intercontinental Houston Airport,College Station,United States,30.58860016,-96.36380005,320,Houston,United States,29.984399795532227,-95.34140014648438,97,118.95647405764831,0.9801977077984119,99.15907587354761
United Airlines,John Glenn Columbus International Airport,George Bush Intercontinental Houston Airport,Columbus,United States,39.998001,-82.891899,815,Houston,United States,29.984399795532227,-95.34140014648438,97,1586.2497746368972,2.489266949634249,201.92547573892395
United Airlines,City of Colorado Springs Municipal Airport,George Bush Intercontinental Houston Airport,Colorado Springs,United States,38.805801,-104.700996,6187,Houston,United States,29.984399795532227,-95.34140014648438,97,1302.1600373688375,1.733582466427075,150.48568488201792
United Airlines,Corpus Christi International Airport,George Bush Intercontinental Houston Airport,Corpus Christi,United States,27.77039909362793,-97.5011978149414,44,Houston,United States,29.984399795532227,-95.34140014648438,97,323.75925385854765,0.9726917225373701,50.60790632802071
United Airlines,Ronald Reagan Washington National Airport,George Bush Intercontinental Houston Airport,Washington,United States,38.8521,-77.037697,15,Houston,United States,29.984399795532227,-95.34140014648438,97,1941.6309690131768,2.963645380225895,291.10460019768607
United Airlines,Denver International Airport,George Bush Intercontinental Houston Airport,Denver,United States,39.861698150635,-104.672996521,5431,Houston,United States,29.984399795532227,-95.34140014648438,97,1387.4942303866253,2.3832117444297944,159.33837430136964
United Airlines,Des Moines International Airport,George Bush Intercontinental Houston Airport,Des Moines,United States,41.53400039672852,-93.66310119628906,958,Houston,United States,29.984399795532227,-95.34140014648438,97,1293.0776115800018,2.4575865210259087,190.95487998200133
United Airlines,El Paso International Airport,George Bush Intercontinental Houston Airport,El Paso,United States,31.80719948,-106.3779984,3959,Houston,United States,29.984399795532227,-95.34140014648438,97,1071.8902486953436,2.2861338044744572,193.27457583427793
United Airlines,Grand Junction Regional Airport,George Bush Intercontinental Houston Airport,Grand Junction,United States,39.1223983765,-108.527000427,4858,Houston,United States,29.984399795532227,-95.34140014648438,97,1575.1257590614405,2.620749741795481,214.26522484675155
United Airlines,Gulfport Biloxi International Airport,George Bush Intercontinental Houston Airport,Gulfport,United States,30.40730094909668,-89.07009887695312,28,Houston,United States,29.984399795532227,-95.34140014648438,97,604.4690699474884,1.724873440075143,97.28288797906396
United Airlines,Robert Gray  Army Air Field Airport,George Bush Intercontinental Houston Airport,Killeen,United States,31.067199707,-97.8289031982,1015,Houston,United States,29.984399795532227,-95.34140014648438,97,266.944488581607,0.4945173726801625,78.16133453397684
United Airlines,Gerald R. Ford International Airport,George Bush Intercontinental Houston Airport,Grand Rapids,United States,42.88079834,-85.52279663,794,Houston,United States,29.984399795532227,-95.34140014648438,97,1678.8989416800468,2.1446209038296313,221.67873619094235
United Airlines,Daniel K Inouye International Airport,George Bush Intercontinental Houston Airport,Honolulu,United States,21.32062,-157.924228,13,Houston,United States,29.984399795532227,-95.34140014648438,97,6272.483937992399,7.969430940912921,702.3424217977554
United Airlines,Huntsville International Carl T Jones Field,George Bush Intercontinental Houston Airport,Huntsville,United States,34.637199401855,-86.775100708008,629,Houston,United States,29.984399795532227,-95.34140014648438,97,956.3629597931966,1.9028563387330695,108.15828151703955
United Airlines,Washington Dulles International Airport,George Bush Intercontinental Houston Airport,Washington,United States,38.94449997,-77.45580292,312,Houston,United States,29.984399795532227,-95.34140014648438,97,1913.3774419118313,2.739463905185205,218.5164322392385
United Airlines,Wichita Eisenhower National Airport,George Bush Intercontinental Houston Airport,Wichita,United States,37.649899,-97.433098,1333,Houston,United States,29.984399795532227,-95.34140014648438,97,873.9186503689591,1.137006292750764,107.18692783771853
United Airlines,Indianapolis International Airport,George Bush Intercontinental Houston Airport,Indianapolis,United States,39.7173,-86.294403,797,Houston,United States,29.984399795532227,-95.34140014648438,97,1359.5228706227101,1.9262590802510726,176.46161311893547
United Airlines,Jackson-Medgar Wiley Evers International Airport,George Bush Intercontinental Houston Airport,Jackson,United States,32.3111991882,-90.0758972168,346,Houston,United States,29.984399795532227,-95.34140014648438,97,563.836307893796,1.6856438642558462,111.45808228895353
United Airlines,Lubbock Preston Smith International Airport,George Bush Intercontinental Houston Airport,Lubbock,United States,33.663601,-101.822998,3282,Houston,United States,29.984399795532227,-95.34140014648438,97,736.1964582377861,1.4420520567216515,109.1062086345255
United Airlines,Lake Charles Regional Airport,George Bush Intercontinental Houston Airport,Lake Charles,United States,30.126100540161133,-93.22329711914062,15,Houston,United States,29.984399795532227,-95.34140014648438,97,204.4596634775898,0.9281989775309221,32.765504625301546
United Airlines,Lafayette Regional Airport,George Bush Intercontinental Houston Airport,Lafayette,United States,30.20529938,-91.98760223,42,Houston,United States,29.984399795532227,-95.34140014648438,97,323.57533345016043,0.8174770459187899,110.01426799965765
United Airlines,Bill & Hillary Clinton National Airport/Adams Field,George Bush Intercontinental Houston Airport,Little Rock,United States,34.729400634799994,-92.2242965698,262,Houston,United States,29.984399795532227,-95.34140014648438,97,603.3192274823513,1.702018499533497,151.4220214190579
United Airlines,Laredo International Airport,George Bush Intercontinental Houston Airport,Laredo,United States,27.543800354003903,-99.46160125732422,508,Houston,United States,29.984399795532227,-95.34140014648438,97,484.6439036839163,0.9931631574860866,128.34104497232266
United Airlines,Midland International Airport,George Bush Intercontinental Houston Airport,Midland,United States,31.9424991607666,-102.2020034790039,2871,Houston,United States,29.984399795532227,-95.34140014648438,97,689.275326558511,0.8579418069190734,86.16322568076683
United Airlines,Kansas City International Airport,George Bush Intercontinental Houston Airport,Kansas City,United States,39.2976,-94.713898,1026,Houston,United States,29.984399795532227,-95.34140014648438,97,1037.161980923849,1.358141827408868,120.32140522018909
United Airlines,Mc Allen Miller International Airport,George Bush Intercontinental Houston Airport,Mcallen,United States,26.17580032,-98.23860168,107,Houston,United States,29.984399795532227,-95.34140014648438,97,509.97975658129593,0.8788210185119586,68.85500156135699
United Airlines,General Mitchell International Airport,George Bush Intercontinental Houston Airport,Milwaukee,United States,42.94720077514648,-87.89659881591797,723,Houston,United States,29.984399795532227,-95.34140014648438,97,1586.070822624156,2.488606406007608,185.12359224007838
United Airlines,Monroe Regional Airport,George Bush Intercontinental Houston Airport,Monroe,United States,32.51089859008789,-92.0376968383789,79,Houston,United States,29.984399795532227,-95.34140014648438,97,421.330076814213,0.6679504747080341,55.998816882002274
United Airlines,Mobile Regional Airport,George Bush Intercontinental Houston Airport,Mobile,United States,30.691200256348,-88.242797851562,219,Houston,United States,29.984399795532227,-95.34140014648438,97,685.6391520832302,1.1538074154807245,146.02290617797675
United Airlines,Will Rogers World Airport,George Bush Intercontinental Houston Airport,Oklahoma City,United States,35.39310073852539,-97.60070037841795,1295,Houston,United States,29.984399795532227,-95.34140014648438,97,637.4435158632765,1.2808150990524445,72.24512107990671
United Airlines,Eppley Airfield,George Bush Intercontinental Houston Airport,Omaha,United States,41.3032,-95.894096,984,Houston,United States,29.984399795532227,-95.34140014648438,97,1259.5754832337072,1.899106316184895,186.68721687377058
United Airlines,Ontario International Airport,George Bush Intercontinental Houston Airport,Ontario,United States,34.055999755859375,-117.60099792480467,944,Houston,United States,29.984399795532227,-95.34140014648438,97,2142.261679392956,2.6828574823598514,284.07251702004896
United Airlines,Norfolk International Airport,George Bush Intercontinental Houston Airport,Norfolk,United States,36.89459991455078,-76.20120239257812,26,Houston,United States,29.984399795532227,-95.34140014648438,97,1930.478040603871,2.825680245127781,254.23474889957956
